title,published_dt,section,source,link,note
Molina Healthcare in the headlines: 10 updates,2023-08-14T21:14:07-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/molina-healthcare-in-the-headlines-10-updates,The article discusses Molina Healthcare's membership and financial performance but does not mention any specific exit events or closures.
Why an Oregon health system wants its patients to avoid Medicare Advantage,2023-08-14T20:58:33-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/why-an-oregon-health-system-wants-patients-to-avoid-medicare-advantage,The article discusses concerns about Medicare Advantage plans but does not describe any specific exit events or closures.
Judge blocks $15B Aetna Medicare Advantage contract for NYC retirees,2023-08-14T15:12:53-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/nyc-judge-blocks-15b-aetna-medicare-advantage-contract-for-city-retirees,The article discusses a legal ruling regarding a Medicare Advantage contract but does not describe any exit events or closures.
Layoffs hit Optum,2023-08-11T20:01:29-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/layoffs-hit-optum,The article discusses layoffs at Optum and its affiliated providers but does not mention any specific exit events or closures.
House bill aims to alleviate Medicaid staffing shortages during redeterminations,2023-08-11T18:49:02-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/house-bill-aims-to-alleviate-medicaid-staffing-shortages-during-redeterminations,The article discusses Medicaid staffing shortages and disenrollments but does not mention any specific exit events or closures.
Health Care Service Corp. expanding Medicare plans to 99 new counties,2023-08-11T16:53:20-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/health-care-service-corp-expanding-medicare-plans-to-99-new-counties,"The article discusses an expansion of Medicare plans, not an exit event or closure."
"36 states are falling short on Medicaid redetermination compliance, HHS says",2023-08-11T14:02:06-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/36-states-are-falling-short-on-medicaid-redetermination-compliance-hhs-says,The article discusses Medicaid compliance issues and disenrollments but does not mention any specific exit events or closures.
States push back on insurers' 2024 rate hike proposals,2023-08-10T21:41:27-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/states-push-back-on-insurers-2024-rate-hike-proposals,The article discusses rate hike proposals and objections but does not mention any exit events or closures.
UnitedHealth Group could be worth $1 trillion by 2030,2023-08-10T21:40:57-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/unitedhealth-group-could-be-worth-1-trillion-by-2030,The article discusses UnitedHealth Group's market valuation and financial performance without mentioning any exit events or closures.
Elevance Health in the headlines: 8 recent updates,2023-08-10T21:05:27-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/elevance-health-in-the-headlines-8-recent-updates-3,"The article discusses executive changes, acquisitions, and rebranding but does not mention any specific exit events or closures."
Half of Medicare Advantage beneficiaries say they don't understand their plan,2023-08-10T21:00:25-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/half-of-medicare-advantage-beneficiaries-say-they-dont-understand-their-plan,The article discusses beneficiary understanding of Medicare Advantage plans but does not mention any exit events or closures.
Optum in the headlines: 9 recent updates,2023-08-10T20:52:05-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/optum-in-the-headlines-8-recent-updates,The article discusses layoffs and partnerships but does not mention any specific exit events or closures.
Why ACA premiums are rising 29% in Virginia,2023-08-10T20:31:45-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/why-aca-premiums-are-rising-29-in-virginia,The article discusses premium increases and the status of a reinsurance program but does not mention any specific exit events or closures.
How payers' Medicare Advantage market share has changed in 10 years,2023-08-10T20:26:07-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/how-payers-medicare-advantage-market-share-has-changed-in-10-years,The article discusses market share changes among payers in the Medicare Advantage space without mentioning any specific exit events or closures.
States ranked by Medicare Advantage market penetration in 2023,2023-08-10T18:37:33-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/states-ranked-by-medicare-advantage-market-penetration-in-2023,The article discusses Medicare Advantage market penetration rates without mentioning any specific exit events or closures.
How much 7 payers will receive in Medicare Advantage bonus payments in 2023,2023-08-10T15:18:05-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/how-much-7-payers-will-receive-in-medicare-advantage-bonus-payments-in-2023,The article discusses Medicare Advantage bonus payments without mentioning any exit events or closures.
10 digital health startups tapped for UnitedHealthcare Accelerator,2023-08-10T13:45:18-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/10-digital-health-startups-tapped-for-unitedhealthcare-accelerator,The article discusses a digital health accelerator program and does not mention any exit events or closures.
4 states where ACA premiums will decrease in 2024,2023-08-09T19:23:17-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/4-states-where-aca-premiums-will-decrease-in-2024,The article discusses premium changes but does not mention any exit events or closures.
Oscar Health's Florida enrollment freeze lifted,2023-08-09T19:20:52-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/oscar-healths-florida-enrollment-freeze-lifted,The article discusses enrollment management and reentry into the market but does not describe any exit events or closures.
Medicare Advantage quality bonus payments on track to grow 30% in 2023,2023-08-09T19:18:56-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/medicare-advantage-quality-bonus-payments-on-track-to-grow-30-in-2023,The article discusses Medicare Advantage bonus payments but does not mention any exit events or closures.
Healthcare Data Interoperability: More Valuable Than You May Realize,2023-08-09T16:38:46-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/healthcare-data-interoperability-more-valuable-than-you-may-realize,The article discusses healthcare data interoperability but does not mention any exit events or closures.
The 2 payers that account for nearly half of Medicare Advantage enrollees,2023-08-09T15:16:36-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/the-2-payers-that-account-for-nearly-half-of-medicare-advantage-enrollees,The article discusses market share and enrollment figures for Medicare Advantage but does not mention any exit events or closures.
What Blue Cross Blue Shield data reveals about emergency room upcoding,2023-08-08T21:32:08-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/what-blue-cross-blue-shield-data-reveals-about-emergency-room-upcoding,The article discusses upcoding and spending growth but does not mention any exit events or closures.
10 states where exchange plan premiums will increase the most in 2024,2023-08-08T21:29:04-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/10-states-where-exchange-plan-premiums-will-increase-the-most-in-2024,The article discusses premium increases for exchange plans but does not mention any specific exit events or closures.
Rhode Island AG objects to rate hike proposals from largest payers,2023-08-08T21:16:12-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/rhode-island-ag-objects-to-rate-hike-proposals-from-largest-payers,The article discusses rate hike proposals from insurers but does not mention any exit events or closures.
Window closing on Oct. 1 start for North Carolina Medicaid expansion,2023-08-08T20:44:24-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/window-closing-on-oct-1-start-for-north-carolina-medicaid-expansion,"The article discusses Medicaid expansion and budget negotiations, but does not mention any exit events or closures."
Payers proposing the highest individual premium increases for 2024,2023-08-08T20:42:19-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/payers-proposing-the-highest-individual-premium-increases-for-2024,The article discusses proposed premium increases by payers but does not mention any exit events or closures.
Why this UnitedHealth Group employee joined 'the Bachelorette',2023-08-08T19:32:55-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/why-this-unitedhealth-group-employee-joined-the-bachelorette,The article does not mention any exit events or closures.
Cigna in the headlines: 8 recent updates,2023-08-07T22:06:45-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/cigna-in-the-headlines-8-recent-updates-3,The article discusses various updates about Cigna but does not mention any specific exit events or closures.
Inflation drives 6% average ACA premium hike,2023-08-07T21:19:34-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/inflation-drives-6-average-aca-premium-hike,The article discusses premium increases and factors affecting costs but does not mention any specific exit events or closures.
"7 recent payer lawsuits, settlements",2023-08-07T20:44:58-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/6-recent-payer-lawsuits-settlements,The article discusses lawsuits and legal disputes involving payers and providers but does not mention any exit events or closures.
What 5 payer executives said about Medicare Advantage in Q2 earnings calls,2023-08-04T19:26:54-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/what-5-payer-executives-said-about-medicare-advantage-in-q2-earnings-calls,The article discusses Medicare Advantage bids and changes but does not mention any specific exit events or closures.
Centene in the headlines: 8 recent updates,2023-08-04T19:21:10-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/centene-in-the-headlines-8-recent-updates-4,The article discusses company updates and performance metrics without mentioning any specific exit events or closures.
Payers ranked by Medicaid membership | Q2 2023,2023-08-04T19:07:37-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/payers-ranked-by-medicaid-membership-q2-2023,The article discusses Medicaid membership changes but does not describe any specific exit events or closures.
The county with the lowest uninsured rate in each state,2023-08-04T17:40:04-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/the-county-with-the-lowest-uninsured-rate-in-each-state,The article discusses uninsured rates and does not mention any exit events or closures.
The county with the highest uninsured rate in each state,2023-08-04T17:38:58-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/the-county-with-the-highest-uninsured-rate-in-each-state,The article discusses uninsured rates and does not mention any exit events or closures.
Georgia hospital sues Cigna for allegedly shortchanging reimbursements,2023-08-04T16:12:28-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/georgia-hospital-sues-cigna-over-shortchanging-reimbursements,The article discusses a lawsuit regarding reimbursement issues but does not mention any exit events or closures.
States with the most uninsured residents,2023-08-04T14:56:46-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/states-with-the-most-uninsured-residents,The article discusses uninsured rates and does not mention any specific exit events or closures.
Clover Health escapes delisting threat,2023-08-04T13:55:12-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/clover-health-escapes-delisting-threat,"The article discusses stock compliance and corporate actions, not healthcare exit events or closures."
"CVS Health is cutting 5,000 jobs. Its effect on Aetna is unclear",2023-08-03T21:29:08-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/cvs-health-is-cutting-5-000-jobs-its-effect-on-aetna-is-unclear,The article discusses job cuts at CVS Health and their implications but does not mention any specific exit events or closures.
Cigna faces larger-than-expected risk adjustment payments in the individual market,2023-08-03T21:21:12-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/cigna-faces-larger-than-expected-risk-adjustment-payments-in-the-individual-market,The article discusses risk adjustment payments and pricing updates but does not mention any exit events or closures.
Medicaid in the headlines: 10 recent updates,2023-08-03T21:15:56-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/medicaid-in-the-headlines-10-recent-updates-3,The article discusses Medicaid updates but does not mention any specific exit events or closures.
Payers ranked by Medicare Advantage membership | Q2 2023,2023-08-03T16:48:09-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/payers-ranked-by-medicare-advantage-membership-q2-2023,The article discusses Medicare Advantage membership statistics without mentioning any exit events or closures.
The nation hit a record uninsured rate of 7.7% in 2023 — then Medicaid redeterminations started,2023-08-03T16:46:41-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/the-nation-hit-a-record-uninsured-rate-of-7-7-in-2023-then-medicaid-redeterminations-started,The article discusses changes in Medicaid coverage and uninsured rates but does not mention any specific exit events or closures.
Where payers rank among the world's largest companies,2023-08-03T14:32:08-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/where-payers-rank-among-the-worlds-largest-companies,The article discusses the ranking of payers and does not mention any exit events or closures.
UnitedHealth Group in the headlines: 10 recent updates,2023-08-03T14:18:10-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/unitedhealth-group-in-the-headlines-10-recent-updates,The article discusses various updates about UnitedHealth Group but does not mention any exit events or closures.
Health Partners Plans rebranding as Jefferson Health Plan,2023-08-02T21:55:43-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/health-partners-plans-rebranding-as-jefferson-health-plan,The article discusses a rebranding and acquisition but does not mention any exit events or closures.
"CVS Health, Humana bracing for rising Medicare Advantage costs to continue",2023-08-02T21:54:44-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/cvs-health-humana-bracing-for-rising-medicare-advantage-costs-to-continue,The article discusses financial adjustments and trends in Medicare Advantage but does not report any specific exit events or closures.
Medica launching new Medicare Advantage plan with OSF Healthcare,2023-08-02T19:45:47-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/medica-launching-new-plan-in-collaboration-with-osf-healthcare,The article discusses a new Medicare Advantage plan launch and does not mention any exit events or closures.
How Medicaid redeterminations could slow the opioid epidemic fight,2023-08-02T19:38:32-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/how-medicaid-redeterminations-could-slow-the-opioid-epidemic-fight,The article discusses Medicaid coverage changes and their impact on opioid treatment but does not describe any specific exit events or closures.
35% of Medicaid enrollees say their health plan hasn't reached out about redeterminations: Survey,2023-08-02T16:20:20-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/35-of-medicaid-enrollees-say-their-health-plan-hasnt-reached-out-about-redeterminations,The article discusses Medicaid enrollment and redetermination issues but does not mention any specific exit events or closures.
"Humana posts $959M profit in Q2, boosts Medicare Advantage expectations",2023-08-02T14:06:13-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/humana-posts-959m-profit-in-q2-boosts-medicare-advantage-expectations,The article discusses financial performance and membership growth but does not mention any exit events or closures.
CMS introduces Medicare dementia care alternative payment model,2023-08-01T20:41:07-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/cms-introduces-medicare-dementia-care-alternative-payment-model,The article discusses a new payment model for dementia care but does not mention any exit events or closures.
"Cancer screenings double when patients receive Medicare, Epic research finds",2023-08-01T20:37:21-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/cancer-screenings-double-when-patients-receive-medicare-epic-research-finds,The article discusses the impact of Medicare coverage on cancer screening rates but does not mention any exit events or closures.
US Labor Department sues UnitedHealth Group over emergency claims denials,2023-08-01T18:40:04-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/u-s-labor-department-sues-unitedhealth-group-over-emergency-claims-denials,The article discusses a lawsuit regarding claims denials but does not mention any exit events or closures.
Representatives unveil Medicare Advantage gold-card legislation,2023-08-01T14:03:28-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/representatives-unveil-medicare-advantage-gold-card-legislation,The article discusses proposed legislation related to Medicare Advantage but does not mention any specific exit events or closures.
CMS projects slightly lower Medicare Part D premiums in 2024,2023-07-31T21:58:41-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/cms-projects-slightly-lower-medicare-part-d-premiums-in-2024,The article discusses projected premiums for Medicare Part D but does not mention any exit events or closures.
13 states where more than half of dual-eligible people choose Medicare Advantage,2023-07-31T21:56:25-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/13-states-where-more-than-half-of-dual-eligible-people-choose-medicare-advantage,The article discusses enrollment statistics and trends in Medicare Advantage but does not mention any specific exit events or closures.
Martin's Point Health to pay $22.5M to settle alleged Medicare Advantage fraud,2023-07-31T20:46:55-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/martins-point-health-to-pay-22-5m-to-settle-alleged-medicare-advantage-fraud,The article discusses a settlement related to alleged fraud but does not mention any exit events or closures.
Elevance Health to rebrand Amerigroup as Wellpoint,2023-07-31T18:58:33-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/elevance-to-rebrand-amerigroup-as-wellpoint,The article discusses a rebranding of a payer but does not mention any exit events or closures.
"54,000 enrolled in Marketplace coverage in first month of Medicaid redeterminations",2023-07-31T18:27:27-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/54-000-enrolled-in-marketplace-coverage-in-first-month-of-medicaid-redeterminations,The article discusses Medicaid enrollment and coverage terminations but does not describe any specific exit events or closures.
Centene could lose its last 4-star Medicare Advantage contract,2023-07-28T19:47:04-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/centene-could-lose-its-last-4-star-medicare-advantage-contract,The article discusses changes in star ratings and strategic shifts but does not mention any specific exit events or closures.
California to eliminate asset tests for Medicaid,2023-07-28T19:42:44-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/california-to-eliminate-asset-tests-for-medicaid,The article discusses changes to Medicaid eligibility but does not describe any exit events or closures.
"Centene loses 263,000 Medicaid members in 1st months of redeterminations",2023-07-28T19:30:41-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/centene-loses-263-000-medicaid-members-in-1st-months-of-redeterminations,The article discusses membership changes and redeterminations in Medicaid but does not describe any specific exit events or closures.
"Medicaid disenrollments within expected range, Molina CEO says",2023-07-28T18:22:59-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/medicaid-disenrollments-within-expected-range-molina-ceo-says,The article discusses Medicaid disenrollments but does not describe any specific exit events or closures.
Medicare Advantage in the headlines: 9 recent updates,2023-07-28T17:51:40-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/medicare-advantage-in-the-headlines-9-recent-updates-3,The article discusses updates related to Medicare Advantage but does not mention any specific exit events or closures.
"Disenrollment pause results in 15,000 additional Medicaid renewals in Michigan",2023-07-27T21:11:05-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/disenrollment-pause-results-in-15-000-additional-medicaid-renewals-in-michigan,The article discusses Medicaid renewal deadlines and does not mention any exit events or closures.
"North Carolina sets Medicaid expansion start date, but funding in limbo",2023-07-27T18:11:51-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/north-carolina-sets-medicaid-expansion-start-date-but-funding-in-limbo,The article discusses Medicaid expansion and funding but does not mention any exit events or closures.
'Replacing one public health crisis with another': Have Medicaid redeterminations been a disaster?,2023-07-27T18:08:46-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/replacing-one-public-health-crisis-with-another-have-medicaid-redeterminations-been-a-disaster,The article discusses Medicaid redeterminations and disenrollment but does not describe any specific exit events or closures.
12 states providing health coverage to noncitizen immigrants,2023-07-27T14:48:34-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/12-states-providing-health-coverage-to-noncitizen-immigrants,The article discusses Medicaid and CHIP coverage for noncitizen immigrants but does not mention any exit events or closures.
Cigna hits back on ProPublica report 'riddled with factual errors',2023-07-27T14:34:24-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/cigna-hits-back-on-claims-review-report-from-propublica,The article discusses claims review processes and legal concerns but does not mention any exit events or closures.
Payers ranked by Medicare Part D market share,2023-07-26T22:01:44-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/payers-ranked-by-medicare-part-d-market-share,The article discusses market share of payers in Medicare Part D but does not mention any exit events or closures.
"Blue Shield of California, Microsoft partner on cloud-based member data hub",2023-07-26T21:49:06-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/blue-shield-of-california-microsoft-partner-on-cloud-based-member-data-hub,The article discusses a partnership and technological improvements but does not mention any exit events or closures.
5 states with strict premium rate review processes,2023-07-26T21:40:27-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/5-states-with-strict-premium-rate-review-processes,The article discusses premium rate review processes but does not mention any exit events or closures.
Lawmakers urge 'crack down' on Medicare Advantage payments,2023-07-26T21:26:47-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/lawmakers-urge-crack-down-on-medicare-advantage-payments,The article discusses issues related to Medicare Advantage but does not mention any specific exit events or closures.
Medicare Advantage prior authorization reform bill passes House committee,2023-07-26T21:19:15-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/medicare-advantage-prior-authorization-reform-bill-passes-house-committee,The article discusses prior authorization reform but does not mention any exit events or closures.
10 providers seeking payer contracting talent,2023-07-26T18:41:57-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/10-providers-seeking-payer-contracting-talent-23,The article lists job openings for managed care contracting positions but does not mention any exit events or closures.
BCBS Tennessee mailed 2.5K+ letters with members' information to outdated addresses,2023-07-26T18:13:04-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/bcbs-tennessee-mailed-2-5k-letters-with-members-information-to-outdated-addresses,The article discusses a mailing issue and does not mention any exit events or closures.
"Higher-risk enrollees more likely to use Medicare Advantage supplemental benefits, Elevance Health finds",2023-07-26T17:27:08-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/higher-risk-enrollees-more-likely-to-use-medicare-advantage-supplemental-benefits-elevance-health-finds,The article discusses supplemental benefits usage in Medicare Advantage plans without mentioning any exit events or closures.
9 states negotiating Medicaid prices for Wegovy,2023-07-26T14:57:37-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/9-states-negotiating-medicaid-prices-for-wegovy,The article discusses Medicaid drug pricing and coverage but does not mention any specific exit events or closures.
"AHIP, AMA, NAACOS partner to address 5 data challenges in value-based care",2023-07-25T20:28:52-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/ahip-ama-partner-to-address-5-data-challenges-in-value-based-care,The article discusses data challenges in value-based care without mentioning any exit events or closures.
Aetna in the headlines: 7 recent updates,2023-07-25T18:45:43-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/aetna-in-the-headlines-8-recent-updates-2,The article discusses various updates about Aetna but does not mention any specific exit events or closures.
"Virginia paid $21.8M for care for Medicaid enrollees that had already died, OIG audit finds",2023-07-25T18:43:09-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/virginia-paid-21-8m-for-care-for-medicaid-enrollees-that-had-already-died-oig-audit-finds,The article discusses overpayments in Medicaid but does not mention any exit events or closures.
Florida reaches settlement in Medicaid incontinence supplies lawsuit,2023-07-25T16:41:34-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/florida-reaches-settlement-in-incontinence-supplies-lawsuit,The article discusses a lawsuit regarding Medicaid coverage but does not mention any exit events or closures.
The wide range of Medicaid disenrollment rates,2023-07-25T13:52:52-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/the-wide-range-of-medicaid-disenrollment-rates,The article discusses Medicaid disenrollment rates but does not mention any specific exit events or closures.
California eliminating deductibles for some ACA plans,2023-07-24T23:20:17-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/california-eliminating-deductibles-for-some-aca-plans,The article discusses changes to ACA plans but does not describe any exit events or closures.
What 8 recent studies found about Medicare Advantage,2023-07-24T21:22:56-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/what-8-recent-studies-found-about-medicare-advantage,The article discusses studies related to Medicare Advantage but does not mention any specific exit events or closures.
Viewpoint: 'Junk' insurance plans can be valuable,2023-07-24T19:16:33-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/viewpoint-junk-insurance-plans-can-be-valuable,The article discusses short-term health insurance plans and proposed regulations but does not mention any specific exit events or closures.
Physicians with higher-risk patient populations less likely to be included in Medicare Advantage networks: Study,2023-07-24T19:11:57-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/physicians-with-higher-risk-patient-populations-less-likely-to-be-included-in-medicare-advantage-networks-study,The article discusses physician participation in Medicare Advantage networks but does not mention any specific exit events or closures.
Acquitted LifeBrite CEO sues 6 payers for $1B over alleged 'smear campaign',2023-07-21T19:32:26-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/acquitted-lifebrite-ceo-sues-6-payers-for-1b-over-alleged-smear-campaign,The article discusses a lawsuit against payers but does not mention any exit events or closures.
Elevance Health in the headlines: 9 recent updates,2023-07-21T18:54:29-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/elevance-health-in-the-headlines-9-recent-updates-2,The article discusses company updates and performance but does not mention any specific exit events or closures.
Medicare Advantage enrollees living in disadvantaged neighborhoods more likely to use high-cost care: Study,2023-07-21T18:47:40-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/medicare-advantage-enrollees-living-in-disadvantaged-neighborhoods-more-likely-to-use-high-cost-care-study,The article discusses a study on healthcare utilization among Medicare Advantage enrollees but does not mention any exit events or closures.
Some providers concerned California's historic Medicaid funding increases won't last,2023-07-21T18:40:58-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/some-providers-concerned-californias-historic-medicaid-funding-increases-wont-last,The article discusses concerns about Medicaid funding and reimbursement rates but does not mention any specific exit events or closures.
Aledade and payers: 4 updates,2023-07-21T17:30:04-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/aledade-and-payers-4-updates,The article discusses partnerships and collaborations between Aledade and various payers but does not mention any exit events or closures.
5 Medicare Advantage plans audited for upcoding in 2023,2023-07-20T21:36:34-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/5-medicare-advantage-plans-audited-for-upcoding-in-2023,The article discusses audits for overpayments in Medicare Advantage plans but does not mention any exit events or closures.
Medicaid in the headlines: 7 recent updates,2023-07-20T21:17:46-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/medicaid-in-the-headlines-7-recent-updates,The article discusses Medicaid updates and coverage transitions but does not mention any specific exit events or closures.
3 ways Elevance Health is using AI,2023-07-20T16:41:39-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/3-ways-elevance-health-is-using-ai,The article discusses AI initiatives and operational improvements at Elevance Health without mentioning any exit events or closures.
Prior authorization denial rates for 7 payers' Medicaid MCOs,2023-07-20T14:57:38-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/prior-authorization-denial-rates-for-7-payers-mcos,The article discusses prior authorization denial rates and does not mention any exit events or closures.
CMS halts Medicaid redeterminations in 'half-dozen states',2023-07-19T21:51:31-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/cms-using-every-lever-to-ensure-states-comply-with-medicaid-redetermination-requirements,The article discusses Medicaid redeterminations and procedural issues but does not mention any specific exit events or closures.
"Elevance Health loses 135,000 Medicaid members in 1st months of redeterminations",2023-07-19T21:34:25-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/elevance-health-loses-135-000-medicaid-members-in-1st-months-of-redeterminations,The article discusses member transitions and disenrollment from Medicaid but does not describe any specific exit events or closures.
California's state employee health plan premiums to increase by 11%,2023-07-19T21:30:08-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/californias-state-employee-health-plan-premiums-to-increase-by-11,The article discusses premium increases for health plans but does not mention any exit events or closures.
Medicaid managed care organizations deny 1 in 8 prior authorization requests: OIG,2023-07-19T15:15:27-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/medicaid-managed-care-organizations-deny-1-in-8-prior-authorization-requests-oig,The article discusses prior authorization denials and recommendations for oversight but does not mention any exit events or closures.
"California Medical Association can sue Aetna over its referral policy, court rules",2023-07-19T12:54:15-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/california-medical-association-can-sue-aetna-over-its-referral-policy-court-rules,The article discusses a legal ruling regarding Aetna's referral policy but does not mention any exit events or closures.
The 9 highest paid CEOs at publicly traded health insurance companies | 2022,2023-07-18T23:22:48-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/the-9-highest-paid-ceos-at-publicly-traded-health-insurance-companies-2022,The article discusses CEO salaries and does not mention any exit events or closures.
CMS: Marketplaces are ready to be 'landing spot' for those losing Medicaid coverage,2023-07-18T21:35:08-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/cms-marketplaces-are-ready-to-be-landing-spot-for-those-losing-medicaid-coverage,The article discusses outreach efforts for individuals losing Medicaid coverage but does not mention any specific exit events or closures.
3 ways to reduce Medicare Advantage overpayments,2023-07-18T21:29:12-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/3-ways-to-reduce-medicare-advantage-overpayments,The article discusses policy suggestions to reduce overpayments in Medicare Advantage but does not mention any exit events or closures.
How payers' executive compensation stacks up with other healthcare giants,2023-07-18T21:25:52-05:00,payer,Beckers Payer,https://www.beckerspayer.com/payer/how-payers-executive-compensation-stacks-up-with-other-healthcare-giants,The article discusses executive compensation of payer companies without mentioning any exit events or closures.
