title,published_dt,sources,sections,urls
"Vast majority of Americans satisfied with their employer-sponsored mental healthcare, AHIP poll finds",2022-05-11T18:09:12-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/vast-majority-of-americans-satisfied-with-their-employer-sponsored-mental-healthcare-ahip-poll-finds
Colorado passes PBM minimum rates bill opposed by payers,2022-05-11T18:07:04-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/colorado-passes-pbm-minimum-rates-bill-opposed-by-payers
How payers are addressing health equity,2022-05-11T17:46:45-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/how-payers-are-addressing-health-equity
"Oscar Health to exit 2 states, releases Q1 earnings",2022-05-11T16:54:44-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/oscar-health-to-exit-2-states-releases-q1-earnings
Why high-deductible health plans are least prevalent in Hawaii,2022-05-11T16:49:54-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/why-high-deductible-health-plans-are-least-prevalent-in-hawaii
Meet Centene's office of the CEO,2022-05-11T15:56:26-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/meet-centene-s-office-of-the-ceo
Payers raise concerns over proposed rate-setting reforms in Massachusetts,2022-05-10T21:02:40-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/payers-raise-concerns-over-proposed-rate-setting-reforms-in-massachusetts
Clover Health names CEO of value-based care,2022-05-10T21:00:45-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/clover-health-names-ceo-of-value-based-care
"The highest-paid payer COOs, chief administrative officers in 2021",2022-05-10T20:59:30-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/the-highest-paid-payer-coos-chief-administrative-officers-in-2021
3 recently launched pilot programs from payers,2022-05-10T19:47:06-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/3-recently-launched-pilot-programs-from-payers
Former UnitedHealth CEO made $142.2M in 2021,2022-05-10T17:46:44-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/former-unitedhealth-ceo-made-142-2m-in-2021
Clover Health's major growth in Q1: 6 things to know,2022-05-10T16:45:16-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/clover-health-s-major-growth-in-q1-6-things-to-know
14 million people could lose Medicaid coverage when COVID-19 health emergency ends,2022-05-10T16:29:19-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/14-million-people-could-lose-medicaid-coverage-when-covid-19-health-emergency-ends
New York weighing out-of-state insurance profit tax,2022-05-10T15:36:52-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/new-york-weighing-out-of-state-insurance-profit-tax
"U of Mississippi Medical Center, BCBS agree on mediator",2022-05-10T15:15:06-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/u-of-mississippi-medical-center-bcbs-agree-on-mediator
"High-deductible health plans may discourage routine medical care, study finds",2022-05-10T15:06:24-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/high-deductible-health-plans-may-discourage-routine-medical-care-study-finds-2
Top 100 counties with the highest rate of uninsured residents,2022-05-09T20:47:30-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/top-100-counties-with-the-highest-rate-of-uninsured-residents
7 recently passed state laws affecting payers,2022-05-09T20:02:46-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/7-recently-passed-state-laws-affecting-payers
Big payers ranked by Q1 net income,2022-05-09T19:58:20-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/big-payers-ranked-by-q1-net-income
Centene subsidiary selected for Missouri foster care specialty contract,2022-05-09T19:35:57-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/centene-subsidiary-selected-for-missouri-foster-care-specialty-contract
How the ACA boosted enrollment in healthcare-sharing ministries,2022-05-09T18:30:25-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/how-the-aca-boosted-enrollment-in-healthcare-sharing-ministries
"Prescription drug spending per member grew faster under individual plans than group, study finds",2022-05-09T17:09:19-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/prescription-drug-spending-per-member-grew-faster-under-individual-plans-than-group-study-finds
Viewpoint: Copay assistance programs are perpetuating 'reckless spending' in healthcare,2022-05-09T17:08:23-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/viewpoint-copay-assistance-programs-are-perpetuating-reckless-spending-in-healthcare
Arizona passes law requiring payers to cover biomarker testing for cancer patients,2022-05-09T17:04:27-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/arizona-passes-law-requiring-payers-to-cover-biomarker-testing-for-cancer-patients
Sentara Health Plan to open community care centers,2022-05-06T21:09:47-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/sentara-health-plan-to-open-community-care-centers
Recent payer moves to exit or enter markets,2022-05-06T20:45:20-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/recent-payer-moves-to-exit-or-enter-markets
Memorial Hermann sues BCBS Texas over alleged $3M owed in payments,2022-05-06T20:43:18-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/memorial-hermann-sues-bcbs-texas-over-alleged-3m-owed-in-payments
Big payers ranked by Q1 revenues,2022-05-06T19:42:49-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/payer-revenues-that-increased-the-most-in-q1-2022
3 payers named top companies for diversity,2022-05-06T17:18:23-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/3-payers-named-top-companies-for-diversity
HHS secretary questioned over Biden administration's slow move to regulate junk plans,2022-05-06T16:25:03-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/hhs-secretary-questioned-over-biden-administration-s-slow-move-to-regulate-junk-plans
Cigna's $44B revenues in Q1: 7 things to know,2022-05-06T16:23:48-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cigna-s-44b-revenues-in-q1-7-things-to-know
9.2% of Americans were uninsured in 2021: 7 things to know,2022-05-06T15:11:18-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/9-2-of-americans-were-uninsured-in-2021-7-things-to-know
"WakeMed, UnitedHealthcare dispute could affect 20,000 patients",2022-05-06T14:15:10-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/wakemed-unitedhealthcare-dispute-could-affect-20-000-patients
BCBS Massachusetts expands mental healthcare provider network,2022-05-05T19:19:09-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/bcbs-massachusetts-expands-mental-healthcare-provider-network
"Centene increases base salaries of CFO, COO past $1M",2022-05-05T19:13:17-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/centene-increases-base-salaries-of-cfo-coo-past-1m
HHS to payers on draft abortion ruling: 'We intend to continue to enforce the law',2022-05-05T19:12:03-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/hhs-to-payers-on-draft-abortion-ruling-we-intend-to-continue-to-enforce-the-law
Humana in the headlines: 5 recent stories,2022-05-05T18:49:02-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/humana-in-the-headlines-5-recent-stories
Empire BCBS expands at-home care services with DocGo deal,2022-05-05T18:43:13-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/empire-bcbs-expands-at-home-care-services-with-docgo-deal
3 recent state actions to expand Medicaid to noncitizens,2022-05-05T16:18:58-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/3-recent-state-actions-to-expand-medicaid-to-noncitizens
SelectHealth adds U of Utah to Medicare Advantage network,2022-05-05T16:17:22-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/selecthealth-adds-u-of-utah-to-medicare-advantage-network
"Centene to sell Magellan, Pantherx pharmacy businesses for $2.8B",2022-05-05T16:02:04-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/centene-to-sell-magellan-pantherx-pharmacy-businesses-for-2-8b
Cigna launches provider consult service for cancer patients,2022-05-05T16:00:48-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cigna-launches-provider-consult-service-for-cancer-patients
40 Florida medical practices sue UnitedHealth,2022-05-05T00:21:43-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/40-florida-medical-practices-sue-unitedhealth
"States ranked by increase in Medicaid, CHIP enrollment during pandemic",2022-05-04T20:14:01-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/states-ranked-by-increase-in-medicaid-chip-enrollment-during-pandemic
Regence BCBS Oregon names new vice president of sales,2022-05-04T20:07:42-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/regence-bcbs-oregon-names-new-vice-president-of-sales
Federal judge greenlights class action against Aetna over denied liposuctions,2022-05-04T19:57:18-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/federal-judge-greenlights-class-action-against-aetna-over-denied-liposuctions
6 healthcare organizations urge Congress to permanently extend ACA tax credits,2022-05-04T19:56:00-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/6-healthcare-organizations-urge-congress-to-permanently-extend-aca-tax-credits
5 steps payers should take when developing value-based care plans to ensure health equity,2022-05-04T19:46:14-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/5-steps-payers-should-take-when-developing-value-based-care-plans-to-ensure-health-equity
Bill expanding Medicaid for undocumented children clears Connecticut legislature,2022-05-04T19:32:51-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/bill-expanding-medicaid-for-undocumented-children-clears-connecticut-legislature
Rural residents benefiting more from enhanced ACA subsidies,2022-05-04T16:53:00-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/rural-residents-benefiting-more-from-enhanced-aca-subsidies
"5 recent contract disputes, agreements involving payers",2022-05-04T16:08:57-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/5-recent-contract-disputes-agreements-involving-payers
"Bright Health reports major enrollment boost, $180M loss in Q1",2022-05-04T16:05:52-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/bright-health-reports-major-enrollment-boost-180m-loss-in-q1
'It really is frightening': Health plans brace as specialty drugs hit 50% of prescription spending,2022-05-04T15:17:34-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/it-really-is-frightening-health-plans-brace-as-specialty-drugs-hit-50-of-prescription-spending
8 recent payer investments in value-based care,2022-05-03T21:47:19-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/8-recent-payer-investments-in-value-based-care
"United Physicians, Agilon Health partner to build value-based primary care system for Medicare Advantage patients",2022-05-03T21:44:29-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/united-physicians-agilon-health-partner-to-build-value-based-primary-care-system-for-medicare-advantage-patients
"Maine physician practice to drop Anthem; 10,000 patients affected",2022-05-03T21:22:30-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/maine-physician-practice-to-drop-anthem-10-000-patients-affected
MACPAC adds 4 members,2022-05-03T17:54:38-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/macpac-adds-4-members
"'Bring prior authorizations into the 21st century,' House lawmakers urge",2022-05-03T17:00:30-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/bring-prior-authorizations-into-the-21st-century-house-lawmakers-urge
Centene CEO responds to questions over Magellan purchase that spurred California investigation,2022-05-03T16:58:48-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/centene-ceo-responds-to-questions-over-magellan-purchase-that-spurred-california-investigation
UnitedHealthcare limits Aduhelm for all health plans: 'unproven and not medically necessary',2022-05-03T16:16:14-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealthcare-limits-aduhelm-for-all-health-plans-unproven-and-not-medically-necessary
"Optum, Atrius Health's $236M merger receives final approval",2022-05-03T16:14:54-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/optum-atrius-health-s-236m-merger-receives-final-approval
AHIP hits back at Medicare Advantage coverage denial report,2022-05-03T16:13:32-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/ahip-hits-back-at-medicare-advantage-coverage-denial-report
2 states turn to little-used ACA provision to boost health insurance access,2022-05-02T21:25:59-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/2-states-turn-to-little-used-aca-provision-to-boost-health-insurance-access
States ranked by access to prenatal and maternal healthcare,2022-05-02T20:51:04-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/states-ranked-by-access-to-prenatal-and-maternal-healthcare
Biden administration halts Georgia plan to have private sector handle ACA marketplace,2022-05-02T17:59:41-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/biden-administration-halts-georgia-plan-to-have-private-sector-handle-aca-marketplace
"Guidewell, Highmark lead $35M investment round in kidney care company",2022-05-02T17:32:35-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/guidewell-highmark-lead-35m-investment-round-in-kidney-care-company
Global insurtech funding breaks record in 2021,2022-05-02T17:30:49-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/global-insurtech-funding-breaks-record-in-2021
"CMS issues final 2023 Medicare Advantage, Part D prescription drug rule: 10 things to know",2022-05-02T16:31:37-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cms-issues-final-2023-medicare-advantage-part-d-prescription-drug-rules-10-things-to-know
13 states have extended Medicaid postpartum coverage,2022-05-02T16:10:17-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/13-states-have-extended-medicaid-postpartum-coverage
"Medicare is an inadequate benchmark for commercial health plans, AHA says",2022-04-29T21:23:43-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/medicare-is-an-inadequate-benchmark-for-commercial-health-plans-aha-says
8 recent improper Medicaid spending stories,2022-04-29T21:22:15-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/8-recent-improper-medicaid-spending-stories
"ACA-related coverage reaches record-high 35.8 million people, report says",2022-04-29T19:48:11-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/aca-related-coverage-reaches-record-high-35-8-million-people-report-says
"Philadelphia Blue Cross collaboration targets disparities in cancer screenings, deaths",2022-04-29T17:54:33-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/philadelphia-blue-cross-collaboration-targets-disparities-in-cancer-screenings-deaths
Centene in the headlines: 5 recent stories,2022-04-29T16:37:18-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/centene-in-the-headlines-5-recent-stories
"19 Tenet hospitals sue Cigna over alleged low reimbursement rates, denied claims",2022-04-29T16:15:16-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/19-tenet-hospitals-sue-cigna-over-alleged-low-reimbursement-rates-denied-claims
"AMA urges Justice Department, FTC to modernize payer merger regulations",2022-04-29T15:52:23-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/ama-urges-justice-department-ftc-to-modernize-payer-merger-regulations
8 payers named among America's best employers for diversity,2022-04-29T15:50:51-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/8-payers-named-among-america-s-best-employers-for-diversity
California extends Medi-Cal to noncitizens over age 50,2022-04-29T15:49:55-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/california-extends-medi-cal-to-noncitizens-over-age-49
7 payers seeking C-suite talent,2022-04-29T14:56:29-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/7-payers-seeking-c-suite-talent
Medicare Advantage in the news: 5 recent headlines,2022-04-29T14:51:45-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/medicare-advantage-in-the-news-5-recent-headlines
Five recent lawsuits against payers,2022-04-28T21:48:19-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/five-recent-lawsuits-against-payers
Black women are leading the charge toward health equity in the payer sphere,2022-04-28T21:46:11-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/black-women-are-leading-the-charge-toward-health-equity-in-the-payer-sphere
"Priority Health's 1st population health, health equity exec: Redefining our community role around providing solutions for disparities",2022-04-28T21:38:22-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/priority-health-s-1st-population-health-health-equity-exec-redefining-our-community-role-around-providing-solutions-for-disparities
The highest-paid payer CFOs in 2021,2022-04-28T16:51:22-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/the-highest-paid-payer-cfos-in-2021
Centene's former chief solutions officer joins health tech startup,2022-04-28T16:42:59-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/centene-s-former-chief-solutions-officer-joins-health-tech-startup
How 7 payer CEO pay packages changed from 2020 to 2021,2022-04-28T16:41:55-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/these-payer-ceo-pay-packages-increased-the-most-in-2021
Molina's 10% income boost in Q1: 5 things to know,2022-04-28T16:20:21-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/molina-s-10-income-boost-in-q1-5-things-to-know
"New CMS rule aims to make ACA coverage more accessible, affordable",2022-04-28T15:35:53-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/new-cms-rule-aims-to-make-aca-coverage-more-accessible-affordable
Medicare Advantage Organization denials of prior authorization requests raise concerns,2022-04-28T14:51:01-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/medicare-advantage-organization-denials-of-prior-authorization-requests-raise-concerns
Providence seeking to fill health plan C-suite position,2022-04-27T21:11:02-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/providence-seeking-to-fill-6-health-plan-c-suite-positions
States ranked by percentage of people with a mental illness who do not have insurance,2022-04-27T21:09:09-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/states-ranked-by-percentage-of-people-with-a-mental-illness-who-do-not-have-insurance
"U of Mississippi Medical Center, UnitedHealthcare OK multiyear network deal",2022-04-27T20:52:04-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/u-of-mississippi-medical-center-unitedhealthcare-ok-multiyear-network-deal
BCBS calls for national standardardization of demographic data collection to address health inequities,2022-04-27T20:27:31-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/bcbs-calls-for-national-standardardization-of-demographic-data-collection-to-address-health-inequities
Single payer in California in governor's court after release of feasibility report,2022-04-27T20:26:34-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/single-payer-in-california-in-governor-s-court-after-release-of-feasibility-report
UnitedHealth in the news: 5 recent headlines,2022-04-27T19:52:26-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-in-the-news-5-recent-headlines
Mississippi provider-BCBS dispute going to mediator,2022-04-27T18:09:51-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/mississippi-provider-bcbs-dispute-going-to-mediator
Insurers seek permanent extension of ACA marketplace premium subsidies,2022-04-27T17:01:40-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/insurers-seek-permanent-extension-of-aca-marketplace-premium-subsidies
New Jersey recovers $9M in unspent funds from Medicaid provider,2022-04-27T16:57:39-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/new-jersey-recovers-9m-in-unspent-funds-from-medicaid-provider
Texas orders payer to cease all operations,2022-04-27T16:39:17-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/texas-orders-payer-to-cease-all-operations
Humana's 16% revenue growth in Q1: 7 things to know,2022-04-27T16:37:57-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/humana-s-16-revenue-growth-in-q1-7-things-to-know
Kansas lawmakers table Medicaid contract talks until 2023,2022-04-27T15:41:48-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/kansas-lawmakers-table-medicaid-contract-talks-until-2023
"Centene updating office of the CEO, reducing real estate footprint",2022-04-27T14:59:00-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/centene-updating-office-of-the-ceo-reducing-real-estate-footprint
'Functionally uninsured': Arizona BCBS members head to Mexico for affordable care,2022-04-27T14:45:14-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/functionally-uninsured-arizona-bcbs-members-head-to-mexico-for-affordable-care
9 recent deals involving payers,2022-04-27T00:15:51-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/9-recent-deals-involving-payers
"Colorado requiring payers to collect voluntary demographic data from providers, members",2022-04-27T00:08:37-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/colorado-requiring-payers-to-collect-voluntary-demographic-data-from-providers-members
Highest-paid payer CEOs in 2021,2022-04-27T00:04:15-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/highest-paid-payer-ceos-in-2021
UF Health Jacksonville gets $3.7M BCBS grant for health equity center,2022-04-26T21:53:57-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/uf-health-jacksonville-gets-3-7m-bcbs-grant-for-health-equity-center
"Medicare accounted for 20% of US healthcare spending in 2020, report says",2022-04-26T19:52:42-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/medicare-accounted-for-20-percent-of-us-healthcare-spending-in-2020-report-says
Appeals court revives tribe's lawsuit against BCBS of Michigan,2022-04-26T18:05:28-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/appeals-court-revives-tribe-s-lawsuit-against-bcbs-of-michigan
Molina Healthcare in the news: 5 recent stories,2022-04-26T17:22:19-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/molina-healthcare-in-the-news-5-recent-stories
UnitedHealth Group founder to retire from board of directors,2022-04-26T16:43:05-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-group-founder-to-retire-from-board-of-directors
UnitedHealth CEO compensation in 2021: $18.4M,2022-04-26T16:31:46-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-ceo-compensation-in-2021-18-4m
Centene's 24% revenue growth in Q1: 11 things to know,2022-04-26T16:29:43-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/centene-s-24-revenue-growth-in-q1-11-things-to-know
"BCBS of Mississippi sitting on a large surplus, report says",2022-04-26T14:58:23-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/bcbs-of-mississippi-sitting-on-a-large-surplus-report-says
BCBS in the headlines: 9 recent stories,2022-04-25T21:30:06-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/bcbs-in-the-headlines-9-recent-stories
Blue Care Network launches genetic testing pilot program to personalize members' medicine,2022-04-25T21:27:59-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/blue-care-network-launches-genetic-testing-pilot-program-to-personalize-members-medicine
"UnitedHealth/Optum will be top purchaser of health tech startups this year, survey finds",2022-04-25T21:26:41-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-optum-will-be-top-purchaser-of-health-tech-startups-this-year-survey-finds
"BCBS of Michigan, physician services group team up on Medicare value-based contracts",2022-04-25T20:09:33-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/bcbs-of-michigan-physician-services-group-team-up-on-medicare-value-based-contracts
"Postpartum Medicaid coverage increased during pandemic, but that trend is under threat, study finds",2022-04-25T17:04:08-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/postpartum-medicaid-coverage-increased-during-pandemic-but-that-trend-is-under-threat-study-finds
Insurtech firm raises $35M to scale health plan built for remote workers,2022-04-25T17:02:56-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/insurtech-firm-raises-35m-to-scale-health-plan-built-for-remote-workers
"Illinois expands Medicaid to more noncitizens, midwives",2022-04-25T17:01:51-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/illinois-expands-medicaid-to-more-noncitizens-midwives
Democrats urge Biden to scrap 'junk' short-term health plans,2022-04-25T16:50:30-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/democrats-urge-biden-to-scrap-junk-short-term-health-plans
10 providers seeking payer contracting talent,2022-04-25T16:44:53-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/10-providers-seeking-payer-contracting-talent-8
Molina Healthcare of Iowa names chief medical officer,2022-04-25T16:40:46-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/molina-healthcare-of-iowa-names-chief-medical-officer
23 states have introduced a public health plan option. Can they find a path to sustained success?,2022-04-25T15:08:20-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/23-states-have-introduced-a-public-health-plan-option-can-they-find-a-path-to-sustained-success
CMS ending efforts to rescind Texas Medicaid waiver,2022-04-22T21:54:34-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cms-ending-efforts-to-rescind-texas-medicaid-waiver
CMS proposes changes to eliminate Medicare coverage delays,2022-04-22T21:41:21-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cms-proposes-changes-to-eliminate-medicare-coverage-delays
States ranked by average ACA marketplace premiums in 2022,2022-04-22T20:53:06-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/states-ranked-by-average-aca-marketplace-premiums-in-2022
"California improperly reimbursed $23M for opioid treatments, HHS audit finds",2022-04-22T19:47:53-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/california-improperly-reimbursed-23m-for-opioid-treatments-hhs-audit-finds
7 payers recognized for best employer-sponsored wellness benefits programs,2022-04-22T15:52:43-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/7-payers-recognized-for-best-employer-sponsored-wellness-benefits-programs
UnitedHealth Group quietly buys Oregon medical groups,2022-04-22T15:50:28-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-group-quietly-buys-oregon-medical-groups
Bright Health's CEO received a $180M compensation package in 2021,2022-04-22T15:49:11-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/bright-health-s-ceo-received-a-180m-compensation-package-in-2021
"Mississippi insurance chief urges state hospital, Blue Cross to end dispute",2022-04-22T14:52:26-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/mississippi-insurance-chief-urges-state-hospital-blue-cross-to-end-dispute
Kaiser exec defends special Medi-Cal plan in op-ed,2022-04-21T22:12:02-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/kaiser-exec-defends-special-medi-cal-plan-in-op-ed
Two U of Southern California centers sue L.A. Care to obtain quality-of-care records,2022-04-21T22:10:39-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/two-u-of-southern-california-centers-sue-l-a-care-to-obtain-quality-of-care-records
The state with the most uninsured residents saw record ACA enrollment in 2022,2022-04-21T22:09:41-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/the-state-with-the-most-uninsured-residents-saw-record-aca-enrollment-in-2022
HealthPartners' 56% income boost: 6 things to know,2022-04-21T17:00:45-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/healthpartners-56-income-boost-6-things-to-know
"Fed up with BCBS and Aetna, Florida employer creates his own health plan",2022-04-21T16:58:43-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/fed-up-with-bcbs-and-aetna-florida-employer-creates-his-own-health-plan
MaineHealth stands by decision to drop Anthem,2022-04-21T15:28:26-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/mainehealth-stands-by-decision-to-drop-anthem
FAQ on federal insurance price transparency regulations released,2022-04-20T21:39:29-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/faq-on-federal-price-transparency-regulations-released
5 recent legal actions involving payers,2022-04-20T20:04:55-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/five-recent-legal-actions-involving-payers
"Priority Health appoints first vice president of population health, health equity",2022-04-20T19:27:43-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/priority-health-appoints-first-vice-president-of-population-health-health-equity
Humana in the headlines: 7 recent stories,2022-04-20T19:26:57-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/humana-in-the-headlines-7-recent-stories
"Medicare Advantage is saving seniors $2K annually compared to fee-for-service, study finds",2022-04-20T19:24:48-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/medicare-advantage-is-saving-seniors-2k-annually-compared-to-fee-for-service-study-finds
